,target,source
1208,aha91casebased,845
1209,aha91casebased,dotsch96good
1210,aha91casebased,globig95learning
1211,aha91casebased,iglezakis00towards
1212,aha91casebased,jantke93casebased
1213,aha91casebased,jantke93types
1214,aha91casebased,jantke94nonstandard
1215,aha91casebased,jantke97necessity
1216,aha91casebased,jantke97theoretical
1217,aha91casebased,mair99investigation
1218,aha91casebased,petrak95objectoriented
1219,aha91casebased,racine97maintaining
1220,aha91casebased,tammer96learning
1221,aha91casebased,wess94casebased
1222,aha97casebased,362539
1223,aha97learning,iglezakis00towards
1224,aha98feature,527235
1225,aha98feature,528700
1226,aha98feature,529964
1227,aha98omnipresence,kaburlasos00learning
1228,ahamad99scalable,tari00cache
1229,aksoy98textural,47700
1230,alferes98dynamic,sadri99computational
1231,alferes98dynamic,sakama99updating
1232,ali00incremental,440239
1233,ali00incremental,griffiths01query
1234,allen01towards,457229
1235,allen99control,418446
1236,allen99control,449668
1237,almeida01analyzing,502499
1238,amato98obprm,11805
1239,amato98obprm,66638
1240,amato98obprm,75402
1241,amato98obprm,amato99probabilistic
1242,amato98obprm,bohlin00path
1243,amato98supporting,375693
1244,ambite00flexible,ambite01fast
1245,ambite00flexible,ambite01simplifying
1246,ambite01simplifying,ambite01fast
1247,ambite98ariadne,307463
1248,ambite98ariadne,444362
1249,ambite98ariadne,445103
1250,ambite98ariadne,454034
1251,ambite98ariadne,483730
1252,ambite98ariadne,ashish98optimizing
1253,ambite98ariadne,yang00shopping
1254,ambroszkiewicz97model,ambroszkiewicz99agent
1255,ambroszkiewicz98cooperation,ambroszkiewicz99agent
1256,ambroszkiewicz98team,ambroszkiewicz99agent
1257,amin01agentbased,amin02towards
1258,amin99agentoriented,huget02desiderata
1259,amiri00dynamic,534081
1260,amiri00dynamic,bowman01hybrid
1261,amiri00highly,amiri00dynamic
1262,amitay98using,271585
1263,amitay98using,davison00topical
1264,amitay98using,haveliwala02evaluating
1265,amyot00extension,292710
1266,anastasi99reliable,anastasi99reliable
1267,andersen00what,510049
1268,andersson99intelligent,443805
1269,ando03mostlyunsupervised,peng01automatic
1270,andre98integrating,257460
1271,andre98integrating,cassell01more
1272,andre98integrating,decarolis00verbal
1273,andre98integrating,kopp00knowledgebased
1274,andre98integrating,poggi00eye
1275,andre99integrating,418446
1276,andre99integrating,klesen00exploiting
1277,andre99integrating,prendinger01social
1278,antoniou98normal,320482
1279,aoki99realtime,485564
1280,aoki99realtime,clarkson00recognizing
1281,aoki99realtime,mayol00wearable
1282,aoki99realtime,rungsarityotin00finding
1283,appiani00multiagent,zini01caselp
1284,arai01multiagent,532227
1285,arai01multiagent,murray01specifying
1286,arampatzis00evaluation,arampatzis00term
1287,arampatzis00evaluation,lin01indexing
1288,argamon98routing,finn02genre
1289,arge99efficient,vitter99external
1290,arisha99impact,385259
1291,arisha99impact,443403
1292,arisha99impact,dix00impact
1293,arisha99impact,dix00multi
1294,arisha99impact,dix01metaagent
1295,arkin98cooperative,werger00ayllu
1296,arleo00spatial,arleo99neuromimetic
1297,armstrong99boticelli,12060
1298,aron99efficient,kokku02halfpipe
1299,artale01reasoning,453999
1300,artale01reasoning,artale01temporal
1301,artale01temporal,artale00expressivity
1302,artale01temporal,bennett00combinations
1303,artale01temporal,haarslev99description
1304,artale01temporal,hodkinson99decidable
1305,artale01temporal,sturm00tableau
1306,asada00overview,hsu02genetic
1307,asada98robocup,23381
1308,asada98robocup,29551
1309,asada98robocup,3602
1310,asada98robocup,392483
1311,asada98robocup,kitano97robocup
1312,asada98robocup,picault00robots
1313,asada98robocup,veloso98playing
1314,ashish98optimizing,128773
1315,ashri00paradigma,445235
1316,aslam98static,298502
1317,athnes00human,mertz00influence
1318,athnes00human,mertz00pushing
1319,attardi99theseus,375693
1320,attardi99theseus,haveliwala02evaluating
1321,aylett00applying,luck01conceptual
1322,azuma99challenge,azuma99tracking
1323,azuma99challenge,schndelbach01augurscope
1324,azuma99tracking,auer00hybrid
1325,baader98matching,baader98matching
1326,bachpedersen98multidimensional,510071
1327,bachpedersen98multidimensional,537391
1328,baerentzen97learning,94992
1329,baerentzen97learning,sachdev98exploration
1330,bagnell01autonomous,532672
1331,bagnell01autonomous,539420
1332,bailey01analysis,bailey02eventconditionaction
1333,bailey95active,8263
1334,bailey95active,kotagiri01transaction
1335,baker01heuristic,454312
1336,baker01heuristic,455229
1337,baker98distributional,300852
1338,baker98distributional,380343
1339,baker98distributional,collier99genia
1340,baker98distributional,friedman01multivariate
1341,baker98distributional,gotoh00language
1342,baker98distributional,gotoh00topicbased
1343,baker98distributional,karypis00concept
1344,baker98distributional,popescul00automatic
1345,baker98distributional,shankar00weight
1346,baker98distributional,slonim00document
1347,baker98distributional,slonim01power
1348,baker98survey,252229
1349,balch94communication,han99automated
1350,balch94communication,michaud99managing
1351,balch94communication,parker00current
1352,balch94communication,scassellati99knowing
1353,balke00applications,wagner01xmlbased
1354,bandi98space,choi00randomized
1355,bandi98space,choi01probabilistic
1356,banko99generating,197022
1357,banko99generating,goldstein99automatic
1358,banko99generating,mittal99selecting
1359,baral00reasoning,sadri99computational
1360,baralis00algebraic,bailey01analysis
1361,baralis00algebraic,bailey02eventconditionaction
1362,barbosa01tox,shasha02algorithmics
1363,bardram97plans,532291
1364,bardram97plans,reddy01coordinating
1365,baron99voxelbased,bentley99three
1366,barros96business,70863
1367,barros96business,82834
1368,barros96business,barros97integrated
1369,barros96business,barros97towards
1370,barros97towards,edmond98achieving
1371,bartoli01three,bartoli02nonlinear
1372,barve99modeling,vitter99external
1373,basili00language,410405
1374,basin99reflective,486097
1375,bassiliades00edevice,bassiliades01interbasekb
1376,bastert01landscapes,flamm01barrier
1377,basu01evaluating,nahm02text
1378,bates98state,emmerich00software
1379,bates98using,liebig99event
1380,bates98using,saif01communication
1381,bauer99infobeans,bauer00programming
1382,bauer99trias,bauer00programming
1383,baulier00datablitz,son02qos
1384,baumgartner01supervised,461688
1385,baxter01dab,low01simulated
1386,beaudouin-lafon00instrumental,tandler01software
1387,bechhofer01oiled,sure02ontoedit
1388,becker99gripsee,schmidt00novel
1389,bederson00jazz,441239
1390,bederson00jazz,444471
1391,bederson00jazz,446289
1392,bederson00jazz,druin01designing
1393,bederson95pad,444471
1394,bederson95pad,combs99does
1395,beeferman99statistical,mccallum00maximum
1396,beetz98causal,25137
1397,beigi97metaseek,192987
1398,beigi97metaseek,291240
1399,beigi97metaseek,305534
1400,beigi97metaseek,420817
1401,beigi97metaseek,78547
1402,beigi97metaseek,benitez98contentbased
1403,beigi97metaseek,kim00heterogeneous
1404,beigi97metaseek,laaksonen99picsom
1405,beigi97metaseek,rui99image
1406,beigl00mediacups,450284
1407,beigl00mediacups,gellersen00adding
1408,beigl00mediacups,hupfeld00spatially
1409,beigl00mediacups,schmidt01how
1410,benerecetti97model,460784
1411,benerecetti97model,hustadt00verification
1412,benerecetti97model,wooldridge02model
1413,benetti01sidesigner,455692
1414,benetti01sidesigner,bergamaschi01mobile
1415,beneventano00information,benetti01sidesigner
1416,beneventano00information,gelati01agents
1417,benford00designing,druin99role
1418,benitez98contentbased,369356
1419,benitez98contentbased,kim00heterogeneous
1420,benitez98using,360736
1421,benitez98using,glover99architecture
1422,benitez98using,glover99recommending
1423,benitez98using,hu01overview
1424,bennett00combinations,dixon00resolutionbased
1425,benoit98audiovisual,502274
1426,benton98compiling,chothia01distributed
1427,benzaken98static,spelt99theorem
1428,bergamaschi98intelligent,bergamaschi98semantic
1429,bergamaschi98intelligent,bergamaschi99intelligent
1430,bergamaschi98intelligent,bergamaschi99semantic
1431,bergamaschi99intelligent,459286
1432,bergamaschi99intelligent,cal01accessing
1433,bergamaschi99semantic,254597
1434,bergamaschi99semantic,455692
1435,bergamaschi99semantic,benetti01sidesigner
1436,bergamaschi99semantic,beneventano00information
1437,bergamaschi99semantic,bergamaschi01mobile
1438,bergamaschi99semantic,bergamaschi99intelligent
1439,bergamaschi99semantic,bernstein00panel
1440,bergamaschi99semantic,bernstein00vision
1441,bergamaschi99semantic,gelati01agents
1442,bergamaschi99semantic,roddick00beyond
1443,bergmark02collection,bergmark02focused
1444,bernstein00data,bernstein00vision
1445,bernstein00data,claypool01sangam
1446,bernstein00panel,bernstein00data
1447,bernstein00vision,bernstein00data
1448,bernstein00vision,bernstein00panel
1449,bernstein00vision,bernstein00vision
1450,bertelsen99dynamics,bertelsen99augmenting
1451,bertino01measuring,bertino01measuring
1452,bertino98definition,bertino98definition
1453,bertino99approach,bertino01measuring
1454,bertino99enhancing,bertino99enhancing
1455,bettini01klava,bettini01xklaim
1456,bettini99symbolic,wijsen99stringbased
1457,beuster00mia,kushmerick02adaptive
1458,bhalotia02keyword,bhalotia02keyword
1459,bharat98improved,271585
1460,bharat98improved,373513
1461,bharat98improved,460350
1462,bharat98improved,529556
1463,bharat98improved,532128
1464,bharat98improved,535484
1465,bharat98improved,536016
1466,bharat98improved,540380
1467,bharat98improved,aggarwal01intelligent
1468,bharat98improved,bergmark02collection
1469,bharat98improved,bharat99comparison
1470,bharat98improved,brandes01visual
1471,bharat98improved,cohn01missing
1472,bharat98improved,craswell01effective
1473,bharat98improved,davison00topical
1474,bharat98improved,davison99discoweb
1475,bharat98improved,dean99finding
1476,bharat98improved,dlrg02background
1477,bharat98improved,dom99mining
1478,bharat98improved,dwork01rank
1479,bharat98improved,efe00shape
1480,bharat98improved,flake02selforganization
1481,bharat98improved,kosala00web
1482,bharat98improved,lawrence00context
1483,bharat98improved,lawrence99text
1484,bharat98improved,leung01towards
1485,bharat98improved,menczer01evaluating
1486,bharat98improved,menczer02topicdriven
1487,bharat98improved,ng01stable
1488,bharat98improved,pant02exploration
1489,bharat98improved,srinivasan02target
1490,bharat98improved,srinivasan02web
1491,bharat98improved,sun01world
1492,bharat99comparison,502499
1493,bihlmeyer98dlv,102637
1494,bihlmeyer98dlv,536962
1495,billard98experiments,dautenhahn99bringing
1496,billard98experiments,dautenhahn99studying
1497,billard98experiments,picault00robots
1498,billinghurst98wearable,bauer99where
1499,billinghurst98wearable,hollerer99exploring
1500,billinghurst98wearable,hollerer99situated
1501,billinghurst98wearable,randell00shopping
1502,billinghurst98wearable,reitmayr01mobile
1503,billinghurst98wearable,reitmayr01wearable
1504,billinghurst98wearable,rungsarityotin00finding
1505,billinghurst98wearable,schmalstieg00bridging
1506,billsus00learning,youll00impulse
1507,binder01design,joseph01why
1508,bishop98gtm,13839
1509,bishop98gtm,292524
1510,bishop98gtm,5188
1511,bishop98gtm,schuster98neural
1512,bishop98gtm,smola01regularized
1513,biskup00constraints,340855
1514,biskup00constraints,biskup00decomposition
1515,biskup00decomposition,340855
1516,biskup00decomposition,biskup00constraints
1517,bjrk00powerview,443805
1518,bjrk00powerview,537127
1519,black98probabilistic,sherrah00fusion
1520,blockeel00executing,driessens01speeding
1521,blockeel98topdown,507172
1522,blockeel98topdown,blockeel00executing
1523,blockeel98topdown,deraedt01three
1524,blockeel98topdown,deraedt98three
1525,blum01learning,peng01automatic
1526,blum01learning,szummer02partially
1527,bohlen00temporal,griffiths01query
1528,bohlen00temporal,slivinskas00foundation
1529,boley99document,300852
1530,boley99document,380343
1531,boley99document,492009
1532,boley99document,dhillon01coclustering
1533,boley99document,dhillon01concept
1534,boley99document,karypis00concept
1535,boley99document,shankar00weight
1536,boley99document,zhao02criterion
1537,boll99emp,arpinar00open
1538,bollacker98citeseer,346889
1539,bollacker98citeseer,526525
1540,bollacker98citeseer,535484
1541,bollacker98citeseer,54866
1542,bollacker98citeseer,bollacker99system
1543,bollacker98citeseer,chen00features
1544,bollacker98citeseer,chen00websail
1545,bollacker98citeseer,middleton01capturing
1546,bollacker98citeseer,middleton02exploiting
1547,bollacker99system,346889
1548,bollacker99system,chen00features
1549,bollacker99system,chen00websail
1550,boloni99multiplane,palacz99isomorphism
1551,bolotov99clausal,dixon00resolutionbased
1552,bolotov99clausal,hustadt00verification
1553,bomze99maximum,pelillo99continuousbased
1554,boncz98flattening,369039
1555,boncz98flattening,blok00top
1556,boncz98flattening,florescu99performance
1557,boncz98flattening,vanzwol99searching
1558,bongard00legion,potter01heterogeneity
1559,bonifati01pushing,bailey01analysis
1560,bonifati01pushing,bailey02eventconditionaction
1561,bonifati01warehousing,casati01improving
1562,bonner98logic,23217
1563,bonner98logic,bonner98state
1564,bonner98logic,godfrey98integrity
1565,bonner98logic,schuldt99transactions
1566,bonnet98partial,307463
1567,bonnet98partial,widom00wsqdsq
1568,bonnet99query,272797
1569,bonnet99query,bonnet00query
1570,bonnet99query,heidemann01building
1571,borchers00pattern,borchers00pattern
1572,boros98how,gallwitz98erlangen
1573,borrajo93bounded,518472
1574,borrajo93bounded,veloso94learning
1575,botchers96layout,540663
1576,bowling01convergence,bowling01rational
1577,bowling01rational,bowling01convergence
1578,bowling01rational,bowling02multiagent
1579,bowman99interaction,mundell99towards
1580,bradford98performance,bradford99characterization
1581,bradford98pruning,28307
1582,bradford98pruning,32746
1583,bradford98pruning,bradford98pruning
1584,bradshaw97introduction,412941
1585,bradshaw97introduction,helmer01automated
1586,bradshaw97introduction,helmer01software
1587,bradshaw97introduction,kurki99agents
1588,bradshaw97introduction,lisetti00automatic
1589,brafman98knowledge,boutilier01partialorder
1590,brand00style,jenkins00primitivebased
1591,brandt00antisocial,brandt01antisocial
1592,brandt00antisocial,brandt01vicious
1593,brandt00exploring,300232
1594,brandt00exploring,brandt00exploring
1595,brandt00exploring,brandt00task
1596,brandt00task,brandt00antisocial
1597,brandt00task,brandt01antisocial
1598,brandt00task,brandt01cryptographic
1599,brandt01cryptographic,brandt01antisocial
1600,brandt01vicious,brandt01cryptographic
1601,brass98semantics,wang00argumentationbased
1602,brass99computation,382181
1603,brass99computation,brass99equivalence
1604,brass99computation,dix01metaagent
1605,brass99equivalence,dix01metaagent
1606,braumandl98evaluating,braumandl00functional
1607,brazier01automated,501178
1608,brazier01automated,brazier02agent
1609,brazier02agent,501178
1610,brazier02agent,531713
1611,brazier99compositional,501178
1612,brazier99compositional,castelfranchi99deliberate
1613,brazier99compositional,jonker01temporal
1614,brazier99compositional,jonker99multiagent
1615,breazeal98regulating,johnson00affectively
1616,bredin99economic,535112
1617,bredin99economic,gomoluch01information
1618,bredin99economic,kotz99mobile
1619,brewington99mobile,493991
1620,brewington99mobile,baek01cost
1621,brewington99mobile,corradi01policy
1622,brewington99mobile,gomoluch01information
1623,brewington99mobile,gray01dagents
1624,brewington99mobile,jain00comparison
1625,brewington99mobile,uhrmacher00modeling
1626,brewington99mobile,wilson01framework
1627,brin98anatomy,117999
1628,brin98anatomy,128239
1629,brin98anatomy,165504
1630,brin98anatomy,1894
1631,brin98anatomy,206655
1632,brin98anatomy,271585
1633,brin98anatomy,279508
1634,brin98anatomy,284454
1635,brin98anatomy,319653
1636,brin98anatomy,323867
1637,brin98anatomy,346889
1638,brin98anatomy,362175
1639,brin98anatomy,373513
1640,brin98anatomy,376145
1641,brin98anatomy,452308
1642,brin98anatomy,454190
1643,brin98anatomy,455651
1644,brin98anatomy,455655
1645,brin98anatomy,455752
1646,brin98anatomy,455785
1647,brin98anatomy,460350
1648,brin98anatomy,472783
1649,brin98anatomy,476601
1650,brin98anatomy,478775
1651,brin98anatomy,500641
1652,brin98anatomy,509713
1653,brin98anatomy,517801
1654,brin98anatomy,520488
1655,brin98anatomy,527578
1656,brin98anatomy,528932
1657,brin98anatomy,529556
1658,brin98anatomy,532128
1659,brin98anatomy,534078
1660,brin98anatomy,536016
1661,brin98anatomy,537134
1662,brin98anatomy,540380
1663,brin98anatomy,agichtein01learning
1664,brin98anatomy,amitay00incommonsense
1665,brin98anatomy,amitay98using
1666,brin98anatomy,bailey01engineering
1667,brin98anatomy,bergmark02collection
1668,brin98anatomy,bergmark02focused
1669,brin98anatomy,bhalotia02keyword
1670,brin98anatomy,brandes01visual
1671,brin98anatomy,brin98what
1672,brin98anatomy,buyukkokten99exploiting
1673,brin98anatomy,chen00features
1674,brin98anatomy,chen00websail
1675,brin98anatomy,cho00synchronizing
1676,brin98anatomy,clarke01exploiting
1677,brin98anatomy,cleary00generating
1678,brin98anatomy,cohn01missing
1679,brin98anatomy,craswell01effective
1680,brin98anatomy,davison00topical
1681,brin98anatomy,davison99discoweb
1682,brin98anatomy,dean99finding
1683,brin98anatomy,diao00toward
1684,brin98anatomy,dimitrova02web
1685,brin98anatomy,dlrg02background
1686,brin98anatomy,dom99mining
1687,brin98anatomy,dwork01rank
1688,brin98anatomy,efe00shape
1689,brin98anatomy,flake02selforganization
1690,brin98anatomy,funkhouser02search
1691,brin98anatomy,glover02using
1692,brin98anatomy,godbole01document
1693,brin98anatomy,haveliwala02evaluating
1694,brin98anatomy,hirai99webbase
1695,brin98anatomy,hu01overview
1696,brin98anatomy,kim00using
1697,brin98anatomy,kobayashi00information
1698,brin98anatomy,kobayashi99information
1699,brin98anatomy,kosala00web
1700,brin98anatomy,kruschwitz01exploiting
1701,brin98anatomy,lam01overview
1702,brin98anatomy,lawrence00context
1703,brin98anatomy,lawrence98context
1704,brin98anatomy,lawrence99searching
1705,brin98anatomy,lawrence99text
1706,brin98anatomy,lempel01picashow
1707,brin98anatomy,leung01towards
1708,brin98anatomy,levene01web
1709,brin98anatomy,lin02discovering
1710,brin98anatomy,mann01validating
1711,brin98anatomy,mcgowan02who
1712,brin98anatomy,menczer02topicdriven
1713,brin98anatomy,najork01breadthfirst
1714,brin98anatomy,najork01highperformance
1715,brin98anatomy,page98pagerank
1716,brin98anatomy,pal02web
1717,brin98anatomy,pant02exploration
1718,brin98anatomy,park01analysis
1719,brin98anatomy,schmidt01xml
1720,brin98anatomy,shkapenyuk01design
1721,brin98anatomy,singhal01case
1722,brin98anatomy,soundalgekar01internet
1723,brin98anatomy,srinivasan02target
1724,brin98anatomy,thies02searching
1725,brin98anatomy,yu99methodology
1726,brin98what,488525
1727,brin98what,brandes01visual
1728,broekstra02enabling,handschuh02authoring
1729,broekstra02enabling,stevens01oiling
1730,brown01switch,guestrin02algorithmdirected
1731,brown98iadea,brown99active
1732,brown98utility,509763
1733,brown98utility,8922
1734,brown98utility,brown99active
1735,brown98utility,luo02hybrid
1736,brown98utility,nguyen00active
1737,brown99active,509763
1738,brown99active,nguyen00active
1739,bruckner01managing,510071
1740,bruderlin97hierarchical,115390
1741,bruderlin97hierarchical,kadobayashi98seamless
1742,brumitt00better,peters02using
1743,bruni00algebraic,bruni01two
1744,bruno01stholes,bruno01stholes
1745,bruno02evaluating,441654
1746,brusilovsky98adaptive,milicevic00socratenon
1747,bruyninckx00autonomous,443654
1748,bryson00architectures,bryson00hypothesis
1749,bryson00architectures,bryson01modularity
1750,bryson00crossparadigm,bryson00architectures
1751,bryson00crossparadigm,bryson00hypothesis
1752,bryson00crossparadigm,bryson01modularity
1753,bryson00making,bryson01modularity
1754,bryson00study,bryson00crossparadigm
1755,bryson00study,bryson00making
1756,bryson00study,bryson01modularity
1757,bryson01modularity,wermter01emergent
1758,buckinghamshum00scholonto,obitko01ontologies
1759,bui99invariant,park01analysis
1760,buneman98path,2056
1761,buneman98path,232670
1762,buneman98path,232896
1763,buneman98path,337690
1764,buneman98path,448486
1765,buneman98path,55643
1766,buneman98path,amer-yahia00boundingschemas
1767,buneman98path,buneman98equality
1768,buneman98path,shasha02algorithmics
1769,burke01salticus,dlrg02background
1770,burkhard99bdi,490051
1771,burnett00exception,burnett01forms
1772,busetta99jack,399430
1773,busetta99jack,467024
1774,busetta99jack,531754
1775,busetta99jack,amin99agentoriented
1776,busetta99jack,bush01styx
1777,busetta99jack,giunchiglia01tropos
1778,busetta99jack,huget02desiderata
1779,busetta99jack,winikoff01simplifying
1780,busi00expressiveness,333040
1781,butz00augmenting,485564
1782,butz01algorithmic,538003
1783,buyukkokten00seeing,528220
1784,buyukkokten00seeing,kaljuvee01efficient
1785,buyukkokten99exploiting,284454
1786,cabri00mars,445235
1787,cabri00mars,449211
1788,cabri00mars,450055
1789,cabri00mars,452225
1790,cabri00mars,498960
1791,cabri00mars,bergamaschi01mobile
1792,cabri00mars,cabri01engineering
1793,cabri00mars,ciancarini02coordination
1794,cabri00mars,devedzic01knowledge
1795,cabri00mars,schimkat01maintaining
1796,cabri00mars,zambonelli01organisational
1797,cabri00xml,ciancarini02coordination
1798,cabri00xml,papadopoulos00models
1799,cabri01engineering,448769
1800,cabri01engineering,452225
1801,cabri01engineering,ciancarini02coordination
1802,cabri01engineering,zambonelli01emergence
1803,cabri98reactive,71059
1804,cabri98reactive,bettini01klava
1805,cacheda01superimposing,528932
1806,cachin99computationally,beimel99oneway
1807,cadoli98survey,prendinger00hyper
1808,cal01accessing,458600
1809,cal02expressive,495550
1810,callan99automatic,206655
1811,callan99automatic,267965
1812,callan99automatic,279508
1813,callan99automatic,375424
1814,callan99automatic,376145
1815,callan99automatic,455651
1816,callan99automatic,492009
1817,callan99automatic,craswell00server
1818,callan99automatic,green01sdlip
1819,callan99automatic,ipeirotis01probe
1820,callan99automatic,liu98statistical
1821,callan99automatic,nottelmann01mind
1822,callan99automatic,wu01towards
1823,calvanese00containment,317766
1824,calvanese01description,wache01ontologybased
1825,calvanese99unifying,453999
1826,calvanese99unifying,454077
1827,calvanese99unifying,458600
1828,calvanese99unifying,artale00expressivity
1829,calvanese99unifying,artale01reasoning
1830,calvanese99unifying,artale01temporal
1831,calvanese99unifying,artale02temporal
1832,calvanese99unifying,franconi00general
1833,camacho00multiagent,camacho01mapweb
1834,camacho00travelplan,camacho01mapweb
1835,camerer00ewa,ho01economic
1836,cantu-paz00using,cantu-paz00combining
1837,caragea01analysis,wermter01emergent
1838,carbonell98report,kosala00web
1839,cardie93using,348716
1840,cardie93using,74980
1841,cardie93using,aha97learning
1842,cardie93using,aha98feature
1843,cardie93using,aha98omnipresence
1844,cardie93using,cardie97improving
1845,cardie93using,haynes96learning
1846,cardie93using,howe97examining
1847,cardie93using,inza99feature
1848,cardie93using,marquez00machine
1849,cardie97improving,aha98feature
1850,cardie97improving,aha98omnipresence
1851,cardie97improving,maloof99machine
1852,cardie99guest,marquez00machine
1853,carr01conceptual,kalfoglou01integration
1854,carreras01hybrid,532672
1855,carreras01hybrid,533604
1856,carreras01hybrid,539420
1857,carro99concurrency,sadri99computational
1858,carson99blobworld,337032
1859,carson99blobworld,45960
1860,carson99blobworld,533789
1861,carson99blobworld,536579
1862,carson99blobworld,thomas00creating
1863,carvalho00hybrid,carvalho00genetic
1864,carver00methodology,484682
1865,carver00methodology,ragsdale00adaptation
1866,casati01improving,bonifati01warehousing
1867,casillas00improving,casillas01different
1868,casillas00methodology,casillas01different
1869,cassell00more,cassell00nudge
1870,cassell00nudge,418446
1871,cassell00nudge,506993
1872,cassell01more,cassell02mack
1873,cassell01more,stocky02conveying
1874,cassell02mack,stocky02conveying
1875,cassell99fully,444527
1876,cassell99requirements,295196
1877,castelfranchi99deliberate,brazier99compositional
1878,castelfranchi99deliberate,dignum00towards
1879,ceska01generating,ceska01generating
1880,cetintemel00selfadaptive,wagner01xmlbased
1881,chagas98learning,527187
1882,chagas98learning,530219
1883,chakrabarti01integrating,chakrabarti02accelerated
1884,chakrabarti01integrating,dlrg02background
1885,chakrabarti01integrating,lin02discovering
1886,chakrabarti02accelerated,535484
1887,chakrabarti98automatic,271585
1888,chakrabarti98automatic,284454
1889,chakrabarti98automatic,346889
1890,chakrabarti98automatic,460350
1891,chakrabarti98automatic,509713
1892,chakrabarti98automatic,532128
1893,chakrabarti98automatic,536016
1894,chakrabarti98automatic,540380
1895,chakrabarti98automatic,aggarwal01intelligent
1896,chakrabarti98automatic,attardi99theseus
1897,chakrabarti98automatic,bergmark02collection
1898,chakrabarti98automatic,bharat98improved
1899,chakrabarti98automatic,bharat99comparison
1900,chakrabarti98automatic,brandes01visual
1901,chakrabarti98automatic,buyukkokten99exploiting
1902,chakrabarti98automatic,chakrabarti02accelerated
1903,chakrabarti98automatic,chen00features
1904,chakrabarti98automatic,chen00websail
1905,chakrabarti98automatic,davison00topical
1906,chakrabarti98automatic,davison99discoweb
1907,chakrabarti98automatic,dean99finding
1908,chakrabarti98automatic,dlrg02background
1909,chakrabarti98automatic,dom99mining
1910,chakrabarti98automatic,efe00shape
1911,chakrabarti98automatic,haveliwala02evaluating
1912,chakrabarti98automatic,kobayashi00information
1913,chakrabarti98automatic,kobayashi99information
1914,chakrabarti98automatic,kruschwitz01exploiting
1915,chakrabarti98automatic,lawrence00context
1916,chakrabarti98automatic,lempel01picashow
1917,chakrabarti98automatic,menczer99adaptive
1918,chakrabarti98automatic,modha00clustering
1919,chakrabarti98automatic,pant02exploration
1920,chakrabarti98automatic,santini01query
1921,chakrabarti98automatic,sun01world
1922,chalmers98order,128239
1923,chamberlin00quilt,448486
1924,chamberlin00quilt,502516
1925,chamberlin00quilt,bonifati01pushing
1926,chamberlin00quilt,chien01ecient
1927,chamberlin00quilt,christophides00community
1928,chamberlin00quilt,galanis01following
1929,chamberlin00quilt,ives00adaptive
1930,chamberlin00quilt,jiang02path
1931,chamberlin00quilt,li01indexing
1932,chamberlin00quilt,nambiar01benchmarking
1933,chamberlin00quilt,schmidt01xml
1934,chamberlin00quilt,zhang01supporting
1935,chan98approximate,34291
1936,chan98approximate,maneewongvatana99analysis
1937,chan98toward,34341
1938,chan98toward,45542
1939,chan98toward,domingos99metacost
1940,chan98toward,prodromidis99comparative
1941,chan98toward,smith00neural
1942,chan99possible,godfrey98integrity
1943,chang98data,kim00heterogeneous
1944,chang98global,376145
1945,chang99approximate,chang99approximate
1946,chang99approximate,green01sdlip
1947,chang99automatic,chiueh99charm
1948,chaudhri98okbc,bechhofer01oiled
1949,chaudhri98okbc,labrou99interoperability
1950,chaudhri98okbc,mcguinness00conceptual
1951,chaudhri98okbc,stevens01oiling
1952,chen00algebraic,272797
1953,chen00features,346889
1954,chen00niagaracq,455426
1955,chen00niagaracq,bonifati01pushing
1956,chen00niagaracq,faensen01hermes
1957,chen00niagaracq,galanis01following
1958,chen00niagaracq,ives00adaptive
1959,chen00niagaracq,llirbat01filtering
1960,chen00niagaracq,madden01fjording
1961,chen00websail,346889
1962,chen00websail,492009
1963,chen00websail,chen00features
1964,chen01txnwrap,chen01detection
1965,chen01txnwrap,zhang01dyda
1966,chen98webmate,346630
1967,chen98webmate,509763
1968,chen98webmate,537581
1969,chen98webmate,9105
1970,chen98webmate,esteban01using
1971,chen98webmate,mcgowan02who
1972,chen98webmate,nguyen00active
1973,chen98webmate,pagonis99evolving
1974,chen98webmate,sycara98context
1975,chen98webmate,widyantoro99dynamic
1976,chen99dna,crutchfield99evolutionary
1977,chen99dynamic,papadopoulos00models
1978,chen99introducing,128910
1979,cheverst00developing,374208
1980,cheverst00developing,schndelbach01augurscope
1981,chien00comparative,486074
1982,chien00comparative,502516
1983,chien00comparative,506324
1984,chien00comparative,chien00version
1985,chien00version,502516
1986,chien00version,chien00comparative
1987,chien00version,chien00version
1988,chien00version,chien01ecient
1989,chien00version,chien01efficient
1990,chien01efficient,486074
1991,chien01efficient,506324
1992,chien01efficient,chien01efficient
1993,chirkova00linearly,halevy00theory
1994,chirkova00linearly,li01minimizing
1995,cho00synchronizing,cho00estimating
1996,cho00synchronizing,cho02parallel
1997,cho00synchronizing,gal01managing
1998,cho00synchronizing,li01minimizing
1999,cho00synchronizing,shkapenyuk01design
2000,choppy00control,choppy00control
2001,christel98information,christel99interactive
2002,christel99interactive,snoek02stateart
2003,christiansen99integrity,abdennadher00experimental
2004,christina99detecting,helmer01automated
2005,chung01dynamic,453663
2006,ciaccia00imprecision,406717
2007,cicirello01wasp,parunak01erims
2008,ciravegna00bringing,ciravegna00learning
2009,ciravegna00bringing,ciravegna01lp
2010,ciravegna00learning,526525
2011,ciravegna00learning,kushmerick02adaptive
